"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000007944",378.64552368846,-0.240136333835837,0.0867630400234755,-2.76772613973488,0.00564488678313488,0.0310714687094699
"ENSG00000007952",1.69343775763637,0.162525875948756,0.312826924222696,0.519539283111887,0.6033847263226,0.746798166246244
"ENSG00000007968",2.52660179232883,-0.256267017350696,0.316138420709312,-0.810616491268972,0.417585943385431,0.591531503252291
"ENSG00000008018",526.510236305297,-0.0346226074954639,0.0489398406740676,-0.707452394993387,0.479285386389487,0.646806359779097
"ENSG00000008056",4403.92714214047,0.478182653647225,0.163961333486676,2.91643550023996,0.00354055919695989,0.0226756969379893
"ENSG00000008083",789.356695973375,0.0126572227107148,0.040720474924111,0.310831902975188,0.755928415123911,0.854746424543898
"ENSG00000008086",5145.7893704803,0.526574356414522,0.108773857969215,4.8410010111396,1.29186715189068e-06,0.000145950493195292
"ENSG00000008118",881.866540927478,0.357250273101917,0.162045135400932,2.20463435831016,0.0274797627394883,0.0919553163907942
"ENSG00000008128",236.1220134019,-0.164192931123149,0.103162919381705,-1.59158864548638,0.111477163013762,0.243705265682279
"ENSG00000008130",589.465731836291,-0.035822021903745,0.0429251528309261,-0.834522873915931,0.403986403165176,0.579449825958687
"ENSG00000008196",0.314628659308179,-1.49614414038181,0.855133870559073,-1.74960224579066,0.0801869719519806,NA
"ENSG00000008197",0.155420329469356,-0.306469468515174,1.71373793601192,-0.178830999813405,0.858070403305248,NA
"ENSG00000008226",80.1350373879054,-0.522860070465842,0.175069784746654,-2.98658087243598,0.00282116208458231,0.0193885406564182
"ENSG00000008256",900.470942434538,0.227399438038032,0.0816737707109358,2.78424071839241,0.0053653198671087,0.0300643483005787
"ENSG00000008277",3278.98040444573,0.535824585676069,0.111546190713211,4.8036116899204,1.55828899774306e-06,0.000160049664145493
"ENSG00000008282",774.152625798105,-0.411959336092812,0.150534460885845,-2.73664471024488,0.00620692887851376,0.0332044415464573
"ENSG00000008283",560.878097103409,0.301052337773832,0.136093841942136,2.21209375440979,0.0269601875829283,0.090799847609819
"ENSG00000008294",6229.36849787406,-0.175213037059355,0.0742723045995423,-2.35906288358843,0.0183211508742812,0.0694337402064015
"ENSG00000008300",2028.08239749254,0.270102354673037,0.096255718374668,2.80609151574438,0.00501464480054368,0.0286576808084321
"ENSG00000008311",1236.27162743278,-0.445297220680686,0.146009311014607,-3.04978646626267,0.0022900412174493,0.0167974984446717
"ENSG00000008323",4.78115706085162,0.130229317958881,0.217742245335362,0.598089349902242,0.549780316122506,0.704920514847586
"ENSG00000008324",149.5884817751,0.0271804848708718,0.0613602248889065,0.442965861355339,0.657790427753545,0.787556207268539
"ENSG00000008382",181.416228929004,0.0979798869468203,0.0642826406149937,1.52420445099088,0.127457646507578,0.267297029814183
"ENSG00000008394",650.892365619769,-0.41960405537152,0.150150918519386,-2.79454870812092,0.00519722108265709,0.0293999921457353
"ENSG00000008405",326.71363889478,-0.210478720593884,0.0940107327756562,-2.23887969362139,0.0251637450769196,0.0865582161917504
"ENSG00000008438",12.2450744911942,0.150365441164305,0.138150866714727,1.08841475077243,0.276412052142289,0.452483853616909
"ENSG00000008441",6890.78422980543,-0.07142370665612,0.0472996446965788,-1.51002628274047,0.131036717851755,0.272346519170099
"ENSG00000008513",776.932333500389,0.0592036527092955,0.0697060833940903,0.849332652568956,0.395696216468088,0.572040252199973
"ENSG00000008516",33.8361227352038,0.00416660445576166,0.153158413710674,0.0272045417213098,0.978296593278386,0.988302435833581
"ENSG00000008517",57.4514166786579,0.190959664193396,0.242468223921451,0.787565731727629,0.430950765819149,0.603821588145899
"ENSG00000008710",12070.1993539771,0.0812887909984973,0.0861124730379274,0.94398393322991,0.345177858674109,0.523591477517978
"ENSG00000008735",3524.27497391597,0.10308944348622,0.11097067531515,0.928979148711603,0.352899892461261,0.531779797447363
"ENSG00000008838",1199.31739052686,-0.0085355214783982,0.0383614163962683,-0.222502771801422,0.823922515763309,0.897910350061934
"ENSG00000008853",2112.97664429135,0.315744114632078,0.107038630468731,2.94981459730388,0.00317964673528171,0.0210486578958951
"ENSG00000008869",1613.69368818341,0.0719339579782795,0.050977546611473,1.41109101476629,0.158217779055448,0.310418721206702
"ENSG00000008952",3947.16462771577,-0.0154089820161319,0.0584183976174273,-0.263769337136613,0.791957663453604,0.877968650685886
"ENSG00000008988",1689.52661547628,-0.227506284046985,0.0491602307835824,-4.62785223788989,3.69477473369439e-06,0.000273348143920708
"ENSG00000009307",6335.33367995177,-0.0387502336139557,0.0446395738874196,-0.868069075024848,0.385356519381237,0.562271540997444
"ENSG00000009335",1429.41886234411,0.0914033527870135,0.0357075590963832,2.55977599981825,0.0104739649754331,0.0472513836260343
