"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000137709",3.6115211903244,-0.304323446976789,0.240789513817561,-1.26385672761217,0.20628145577702,0.372883549305294
"ENSG00000137710",2449.36681112474,-0.366262344208114,0.131541184184155,-2.78439293731272,0.00536280223629791,0.0300623986736921
"ENSG00000137713",809.913973438993,-0.347630882403163,0.0919354249524253,-3.78125061784459,0.000156042486779777,0.00289621429315259
"ENSG00000137714",153.425753670488,0.108272654319375,0.0550560307472813,1.96659026903646,0.0492304662210791,0.138032465288929
"ENSG00000137720",100.408283598113,-0.0445704020683597,0.0628412216259336,-0.709254227005132,0.478166727771563,0.645791244997388
"ENSG00000137726",3874.2267929205,0.208805128789045,0.122589947931533,1.70328099744087,0.0885154949960329,0.207998057334
"ENSG00000137727",729.216731747082,0.4954175256914,0.124432395045824,3.98141919159359,6.85050113840339e-05,0.00171175619117284
"ENSG00000137731",65.9148941506803,0.149624477029433,0.147397177117716,1.01511087223834,0.310052979581953,0.487390499790707
"ENSG00000137745",0.33153925528736,-0.84461381373922,0.982677342549414,-0.859502684317512,0.390063239677413,NA
"ENSG00000137747",3.5066534664656,-0.156961030059267,0.28753877224914,-0.545877791824427,0.585149945034453,0.733065240162345
"ENSG00000137752",81.1475007700101,-0.0655476223151167,0.214061628186822,-0.306209117768226,0.759445430660761,0.857064223126249
"ENSG00000137757",1.41030213731046,0.770334844987075,0.453178347869722,1.69984918434039,0.089159297301176,0.209026799575359
"ENSG00000137760",115.48762617951,-0.00265760640343192,0.0840796568929711,-0.03160819753124,0.974784505973104,0.986302115722756
"ENSG00000137764",435.018985568318,0.0520208477355534,0.0537456889045958,0.967907357702602,0.333090639399352,0.510873248087972
"ENSG00000137766",2416.66208499339,0.0841770977290673,0.134892825794449,0.624029463637579,0.532608235534469,0.691133649203606
"ENSG00000137767",83.7318000261222,-0.198251957362545,0.152629326992758,-1.29891129882236,0.193974371651517,0.357150782632629
"ENSG00000137770",946.417670421509,0.0826298356346465,0.045094138639544,1.83238527506071,0.0668940402981054,0.17146238622839
"ENSG00000137776",741.510416233794,-0.170268283116347,0.0554784956231809,-3.06908616038973,0.00214714656835699,0.0161375776763854
"ENSG00000137801",486.69366849373,-0.217838598980928,0.205098978462646,-1.06211450010027,0.288183708181603,0.464643670296365
"ENSG00000137802",1981.7297202597,0.131758931389831,0.0592333064015672,2.22440615583035,0.0261211300654878,0.088784265352018
"ENSG00000137804",23.3918434880374,-0.117084290013987,0.19245721345454,-0.608365297992032,0.542945221772497,0.699316620272677
"ENSG00000137806",130.971153087137,-0.103940590986345,0.0765187451706993,-1.35836768826348,0.17434704180334,0.33140289529953
"ENSG00000137807",15.4949613263096,0.0918719097846882,0.127331845270504,0.721515576794754,0.470592360407845,0.638860039066489
"ENSG00000137809",163.97034303615,0.150000489435208,0.0951521591607422,1.57642759510911,0.114927292979255,0.249149274899605
"ENSG00000137812",13.1559513609623,-0.218956097134592,0.208665739660935,-1.04931503125707,0.294033150165597,0.470855228226825
"ENSG00000137814",334.928675544002,-0.119582230194657,0.0619875520263497,-1.92913296759686,0.0537143571948062,0.146817781383975
"ENSG00000137815",929.752684945749,0.180405834397404,0.0933872223906991,1.93180426378514,0.0533836696297601,0.146068922956056
"ENSG00000137817",1382.20599561302,-0.039203041600797,0.0310793978489551,-1.26138356319909,0.207170687388176,0.373926685137648
"ENSG00000137818",1062.71842760835,-0.357840376752296,0.0667914349547755,-5.35757881223229,8.43445797798162e-08,2.63935473342765e-05
"ENSG00000137819",83.5893386061984,-0.176063316711776,0.129518677300514,-1.35936623490423,0.174030565035524,0.331083261879799
"ENSG00000137821",615.200776972973,0.337331978651291,0.0871169795595731,3.8721725702234,0.000107869532434505,0.00227443044993988
"ENSG00000137822",841.584649745061,0.333090841792935,0.0756809248944503,4.40125226082379,1.0762790657071e-05,0.000523034135806543
"ENSG00000137824",562.926675113777,-0.163263842122303,0.0446540280438296,-3.65619518046733,0.000255986477364457,0.00397757997538706
"ENSG00000137825",259.886440047799,0.625502138348012,0.192169764527891,3.25494564602658,0.00113414069328419,0.0105338232547114
"ENSG00000137831",487.499993015159,-0.508986489898866,0.134195227662535,-3.79288070644978,0.000148909703378519,0.00279481143398148
"ENSG00000137834",410.192781517927,-0.268480977648948,0.177082904538135,-1.51613154499129,0.129486093257972,0.270197112087541
"ENSG00000137841",319.845611156753,-0.258123643140004,0.140389909364286,-1.8386196294936,0.0659711520326462,0.169694406046639
"ENSG00000137842",277.583407645124,-0.0580446688174124,0.0480261871822093,-1.20860455978305,0.226814803776738,0.396804434654711
"ENSG00000137843",563.301486013796,0.479249241796761,0.139605640296667,3.43287879184779,0.000597209014724535,0.00690243335865433
"ENSG00000137845",2208.86724204137,-0.0843482826938315,0.0594087324766676,-1.41979603296466,0.155667070220914,0.307105851532339
"ENSG00000137857",266.819340888995,-0.190969912192407,0.126509427573018,-1.50953107492471,0.131163120234857,0.272491257009471
"ENSG00000137860",34.8344623050599,0.232781282744345,0.220854994719728,1.05400053568973,0.291882671877125,0.468576856808831
"ENSG00000137868",9.42884409941285,0.0268425733773598,0.201731210826408,0.133061082949916,0.894145072708475,0.940639043279435
"ENSG00000137869",4.72383510566946,-0.125378862788244,0.276760683309616,-0.453022666691356,0.65053241981975,0.782138569170336
"ENSG00000137871",1948.30027858964,-0.0820372445043838,0.070165083290452,-1.16920326545878,0.242321745855059,0.41494554156942
"ENSG00000137872",1857.74974547436,-0.00120765812327714,0.0657664603302359,-0.0183628268453719,0.985349407319225,0.992184548460889
"ENSG00000137875",5.88965378893204,0.355763177074278,0.254178618848562,1.39965815648026,0.161615709692547,0.314853128367072
"ENSG00000137876",473.249250452384,0.0974976370194961,0.0884203656613463,1.1026604141507,0.270174663681132,0.44556263921762
"ENSG00000137877",117.069321228834,-0.0873815865106404,0.101310101821566,-0.862516026926347,0.388403617523819,0.565111820516666
"ENSG00000137878",36.7376087893185,-0.0027036973075919,0.156129725787389,-0.017316992609554,0.986183729493882,0.992706304742315
"ENSG00000137880",31.2658955952245,0.292196540678065,0.120311354195374,2.42866970147777,0.015154331198673,0.0608627169875456
"ENSG00000137936",329.58872343068,-0.0870678763901871,0.098175957177017,-0.886855385918964,0.375156763957624,0.552634136717691
"ENSG00000137941",6355.911450832,-0.162648964086772,0.0998162691200095,-1.62948350525122,0.103210703929223,0.231219322873155
"ENSG00000137942",704.00998051327,0.0730568088232657,0.0796935238037515,0.916722028795853,0.359288319638123,0.537989138199528
"ENSG00000137944",256.363338166941,-0.00761976640818058,0.104121262923912,-0.0731816556407774,0.941661563919468,0.967642221480345
"ENSG00000137947",147.862665110104,0.0119415385986116,0.0635197657202065,0.187997207848845,0.850878839971055,0.914283116676321
"ENSG00000137948",0.741989638033459,0.55941032817946,0.462177056511125,1.21038100074099,0.226132728863459,NA
"ENSG00000137955",564.524877286229,-0.123537796358956,0.0531552250785073,-2.32409506641159,0.0201203994167901,0.0740809681739262
"ENSG00000137959",402.751344635789,-0.989738594092835,0.237813117574491,-4.16183347742714,3.15702540940806e-05,0.0010264032861545
"ENSG00000137960",11.1571235024533,0.0322696244296021,0.184631175973224,0.174778849018878,0.861253408544988,0.920784325749702
"ENSG00000137962",1150.58142609779,-0.0223460189173448,0.082545352171164,-0.270712018661071,0.786612532314116,0.874324373239728
"ENSG00000137965",97.3813109995977,-0.586062081490757,0.179599698542454,-3.26315737858672,0.00110178317135582,0.0103423061190095
"ENSG00000137968",232.140618770067,0.565842666090726,0.124829436613674,4.53292653912967,5.81720503245425e-06,0.000360699029817899
"ENSG00000137970",28.2361976091233,-0.0857670042745668,0.0957616719841152,-0.895629770215308,0.370450530383759,0.54829965072208
"ENSG00000137975",14.3146603383466,-0.457006079471855,0.253457900897743,-1.80308476418825,0.0713749035425481,0.179674678876387
"ENSG00000137976",7.98167615101783,0.423776996357368,0.168103505940884,2.52092895972315,0.0117045479543698,0.0509892504756914
"ENSG00000137992",1112.19304985026,0.0707523887595437,0.0450335280116859,1.57110472759727,0.116158324668452,0.250827967401766
"ENSG00000137996",368.82238067562,0.152021548562475,0.0875283022833043,1.73682734152006,0.0824176514462378,0.197875858767337
"ENSG00000138002",1552.69799137527,0.0382364998504677,0.0397334820291087,0.962324415022466,0.335886668467607,0.513515059600059
"ENSG00000138018",1635.40066578616,0.20801441348881,0.0739610388705933,2.81248636667698,0.00491601074261634,0.0283082596432951
"ENSG00000138028",388.672952254349,0.340799623177468,0.129324069384565,2.6352373908375,0.00840784575988454,0.0408711877144511
"ENSG00000138029",1208.55392611663,-0.493914753248311,0.095077635629101,-5.19485733927039,2.04876887549981e-07,4.51308738541843e-05
"ENSG00000138030",121.742443474901,0.0444767112852484,0.071589083021931,0.621277845836119,0.534416827634755,0.69248756345567
"ENSG00000138031",1542.42661985473,-0.0251877349800532,0.053318933565312,-0.472397576166823,0.636643034118542,0.771981266482857
"ENSG00000138032",1308.80210549601,-0.125779279926055,0.0672818912963412,-1.86943734045857,0.0615619936052807,0.161732235917954
"ENSG00000138035",634.921969999171,-0.220057697749715,0.0779037997221817,-2.82473638685761,0.00473195293406609,0.0275691630574795
"ENSG00000138036",297.307225971152,0.0175201271298458,0.0909606880548579,0.192612077860267,0.847262785289273,0.911930162700858
"ENSG00000138039",11.0234082705508,0.0783541386122153,0.231505492750618,0.338454771337197,0.735020505232057,0.840581727426423
"ENSG00000138050",198.477367440571,0.152933394979647,0.0477343054689118,3.20384665655706,0.00135604680761324,0.0118518703365476
"ENSG00000138061",360.609215390675,0.0238373741116499,0.139085428123979,0.171386567472773,0.86391981611689,0.922552294786855
"ENSG00000138068",0.215691645193469,0.363677740479055,0.841579317686366,0.432137212543272,0.665641689987452,NA
"ENSG00000138069",1334.13916016557,0.0964948019098841,0.0640010260161309,1.50770710903234,0.131629505253372,0.273256291425299
"ENSG00000138071",3419.71329352997,0.0954855584356464,0.0688690787569905,1.38647939189914,0.165600568736097,0.320212742145457
"ENSG00000138073",451.753035979298,-0.104053844098452,0.0463491000701502,-2.24500246910867,0.0247679740559988,0.0855925353820835
"ENSG00000138074",436.076842803466,-0.284414206782335,0.118307757358962,-2.40401993184085,0.0162158891148877,0.0637871963385554
"ENSG00000138075",11.7264656500225,0.286039288468945,0.153733817788795,1.86061396629019,0.0627987111128138,0.164086540800034
"ENSG00000138078",9709.224523175,0.391745077070119,0.12435004361756,3.15034129199773,0.00163079833450258,0.013349207216729
"ENSG00000138079",69.4542392916061,0.250068662065007,0.108703622671418,2.30046300131963,0.0214220030943094,0.0773840683576179
"ENSG00000138080",178.626215235017,-0.379665130325144,0.134888931787467,-2.814649988654,0.00488303850283322,0.0281894445155801
"ENSG00000138081",2016.47322687921,0.125220519874573,0.0474367421586554,2.63973692492973,0.00829704057665132,0.0405325079702387
"ENSG00000138083",5.50678614547213,-0.37183776206958,0.315235539834284,-1.17955533270472,0.238177117162333,0.410083016092271
"ENSG00000138085",332.895815419659,-0.296155994151308,0.0767721513146267,-3.85759665555814,0.000114507403246045,0.002360853556352
"ENSG00000138092",284.391000343683,-0.0761715000192501,0.049101067316982,-1.55132065719691,0.120824858807454,0.257205082805644
"ENSG00000138095",2902.92964184852,0.0387156615370365,0.0723062017074096,0.535440399617466,0.592345360402893,0.738347840904254
"ENSG00000138100",59.6455161190739,0.45336037230632,0.19967162591778,2.27052977719029,0.0231754587074063,0.081726894320399
"ENSG00000138101",881.040522157209,0.0949994381606732,0.0473714024260764,2.00541747331464,0.0449184352426675,0.129432355183325
"ENSG00000138107",2302.35873722544,0.0236314006439688,0.0446509944463604,0.529246905628438,0.596634181978613,0.741541436348281
"ENSG00000138109",0.238044838155461,-0.961492052609117,0.82361662165855,-1.16740243861631,0.24304788678544,NA
"ENSG00000138111",298.402828789341,0.0237872246520454,0.0644679275421327,0.368977653834139,0.712144381048338,0.825677146391547
"ENSG00000138115",52.081713834877,0.192970990593259,0.137424754139431,1.40419382084155,0.160261141393211,0.313051968803972
"ENSG00000138119",455.609210885273,-0.50987124118285,0.139763400798757,-3.64810270978598,0.00026418403055239,0.0040520723293567
"ENSG00000138131",31.7885017797028,-0.168608655744673,0.139115379577428,-1.21200586345545,0.225510136158092,0.395389636538797
"ENSG00000138134",567.962971095668,0.315211380391354,0.0986626293661499,3.19484066476237,0.00139908058464193,0.0120778678666595
"ENSG00000138135",66.983431151998,-0.272115281514397,0.259850660578113,-1.04719872910462,0.295007931330274,0.471843778028259
"ENSG00000138136",0.399186632217206,0.513758182796158,0.606500226500176,0.84708654728921,0.396946882900566,NA
"ENSG00000138138",1136.53881529853,0.0969151242640256,0.0759172868219694,1.27658835452454,0.201747615405311,0.367250494166377
"ENSG00000138152",24.0171776894447,-0.604696584930189,0.240835655893738,-2.51082665764821,0.0120448825850916,0.0519359203448312
"ENSG00000138160",48.9953031350632,0.128408056218278,0.0917505807472363,1.39953398847718,0.161652913443082,0.314870535242276
"ENSG00000138161",13.2940953428044,0.247886921283767,0.191782702389457,1.29254055863901,0.196170009542899,0.360028526064728
"ENSG00000138162",629.11331249372,0.0754242140866779,0.0751390051812669,1.0037957503526,0.315477073175349,0.492958691484516
"ENSG00000138166",144.31983635072,-0.151212776858299,0.18266493394534,-0.827815024987484,0.407775264289681,0.583085888888426
"ENSG00000138172",135.412904291039,0.0341114176117541,0.0820365285043751,0.415807668043083,0.677550747332592,0.801867371445538
"ENSG00000138175",749.206769790303,0.172268707902327,0.0709375010511417,2.42845752034783,0.0151632013188669,0.0608867238139021
"ENSG00000138180",2.45267907950985,-0.576212757587873,0.403894719065283,-1.42664097941508,0.153683405849714,0.304374017557829
"ENSG00000138182",99.4322158345885,-0.0300798646463156,0.0718055922861585,-0.418906991623184,0.675284107161634,0.800434874259144
"ENSG00000138185",1160.72999315948,-0.068657775526927,0.0572891578090433,-1.19844274471232,0.230744700164306,0.401623163466313
"ENSG00000138190",459.191065898412,0.128501452909438,0.0803270775106392,1.59972772434573,0.109658998642763,0.241249795067591
"ENSG00000138193",997.330857329516,-0.264419825417274,0.0897388021350347,-2.94654953182223,0.003213409495224,0.0211896593786659
"ENSG00000138207",210.100538320103,0.282675369487938,0.179236468283321,1.57710856610447,0.114770546518546,0.248890039448217
"ENSG00000138231",175.468974676501,-0.0956793322558912,0.0568814380605034,-1.6820835674745,0.092552636357742,0.214450402482464
"ENSG00000138246",1302.38734813745,-0.0403813214776308,0.0321394655285272,-1.25644035498313,0.208956358181621,0.376046615406856
"ENSG00000138271",26.5652075333782,0.285545616407074,0.125682839989938,2.27195388352088,0.0230892958641238,0.0815849402087862
"ENSG00000138279",1034.49386298806,-0.0568579852813827,0.0635749927615964,-0.894345131813035,0.37113725950597,0.548934926231928
"ENSG00000138286",738.028937218065,-0.0851235657711418,0.052649611539422,-1.61679380497242,0.105922797115892,0.235304159430381
"ENSG00000138303",540.706091541211,-0.181472674490717,0.07206302712707,-2.51824939536225,0.0117939778423718,0.0511904709780617
"ENSG00000138308",1.10103154801738,0.430205162292357,0.536451614565075,0.801945880321645,0.422584264760658,NA
"ENSG00000138311",3098.50756810531,0.499554535631153,0.0985957939765064,5.06669215271178,4.04788120331261e-07,7.24787199628428e-05
"ENSG00000138315",1.80259454250213,0.315654262936617,0.455850386351435,0.692451454221793,0.488653862365642,0.654699582793358
"ENSG00000138316",227.849485219324,-0.954940493420058,0.25737320736047,-3.71033373369977,0.00020698620189815,0.00346699299557567
"ENSG00000138326",1499.27218647494,-0.19435948796782,0.0484370145410977,-4.01262319342391,6.00477233802578e-05,0.00156370017184018
"ENSG00000138336",687.62120380594,-0.157292207296867,0.0732896660351212,-2.14617170204447,0.0318592823770196,0.10215900707046
"ENSG00000138346",198.09706504621,-0.0638825754579214,0.0929749280770579,-0.687094647763269,0.492023086791516,0.657534318217948
"ENSG00000138347",4.60116270131271,0.237202847492642,0.284419824787773,0.833988445318946,0.40428749506225,0.579757514119206
"ENSG00000138356",42.6636826639772,-0.262493275042792,0.115119481858587,-2.28018117181277,0.02259694554633,0.0802957245451628
"ENSG00000138363",744.71031306927,-0.144703315414506,0.0517693025000947,-2.79515675171094,0.00518745559565948,0.0293566640585773
"ENSG00000138375",369.812693403976,-0.127460144464294,0.044756811770738,-2.84783789151906,0.00440173397463388,0.0262481315534579
"ENSG00000138376",292.308934047955,-0.184245202923645,0.106856123322036,-1.72423626457399,0.0846651999025664,0.201524482003102
"ENSG00000138378",269.305412907405,0.726474262865779,0.175118604818622,4.1484699105399,3.34704828332327e-05,0.00106327530996692
"ENSG00000138379",35.4402701745764,0.0732597187161172,0.144704713986343,0.506270436518268,0.612666813843964,0.75397979040753
"ENSG00000138380",757.783967662165,-0.159746990588565,0.0788382489686734,-2.02626253979894,0.0427378878422794,0.125097709469625
"ENSG00000138381",473.492952153635,0.131543780577171,0.0672661025913041,1.95557309714234,0.0505154646462672,0.140484224147956
"ENSG00000138382",265.66430394826,-0.0363852539482789,0.0499395043858509,-0.728586604847999,0.466254574766277,0.635197403511598
"ENSG00000138385",494.201930585669,0.0518750528614955,0.0506055624218784,1.0250859861814,0.305322617268502,0.482700656027255
"ENSG00000138386",962.699431745684,-0.0746830360726533,0.039030389366663,-1.91345864810773,0.055689362489462,0.15062985089544
"ENSG00000138395",8.24726141345274,0.447258696896911,0.193914776565615,2.30647042385432,0.0210843608969711,0.0765774656593214
"ENSG00000138398",1273.09559817891,0.0811470042476984,0.0435701148276445,1.86244641696955,0.0625401915978732,0.16362191242941
"ENSG00000138399",503.522705207394,0.157381687134038,0.0525624664480641,2.99418383057697,0.00275180091794895,0.0190368905239018
"ENSG00000138400",56.019740509296,0.0151367854379534,0.138466378383709,0.109317406973751,0.912950740567515,0.950822754603717
"ENSG00000138411",2592.90141312323,0.208833494897446,0.0515625487717342,4.05010031257271,5.1195682186467e-05,0.00139933471563222
"ENSG00000138413",439.397602302249,-0.0433092812345523,0.0721214767380453,-0.600504637361452,0.548169971255692,0.703610179696171
"ENSG00000138430",872.996344813762,0.286205480622899,0.121371175162087,2.35810092668776,0.0183686981345547,0.0695588237547271
"ENSG00000138433",310.059665579842,0.0580783867158291,0.0574820192788557,1.01037485190074,0.312315731670683,0.489502268999637
"ENSG00000138434",4213.46845537951,-0.195668073354276,0.0957362536415944,-2.04382421404115,0.0409709161557858,0.121676518417692
"ENSG00000138435",10.7777475182325,0.164601256276606,0.175037942959899,0.94037471815077,0.347025385630783,0.525555982805862
"ENSG00000138439",631.900144337961,0.367810202006185,0.0760311522017338,4.83762499127031,1.31399755019565e-06,0.000147398598554175
"ENSG00000138442",670.725206831968,0.263909768189994,0.0913957026732952,2.88755117003007,0.00388253448502192,0.0241364467437781
"ENSG00000138443",5854.62437664343,0.249232730547933,0.0701068037160821,3.55504341001301,0.000377916689500723,0.0051194146609815
"ENSG00000138448",3282.26928161462,-0.181936808490698,0.0884301689822592,-2.05740654557833,0.0396471360488322,0.119089257484995
"ENSG00000138449",170.689494388766,-0.286317048064609,0.109576782505471,-2.61293534559033,0.00897682824668022,0.0425677864585177
"ENSG00000138459",944.352853485934,-0.11740229330866,0.0809640458414502,-1.45005467659764,0.147043272645735,0.295100089786451
"ENSG00000138463",296.68962360602,0.0364481555696859,0.0550379418134238,0.662236892746526,0.507819413818438,0.670624617572707
"ENSG00000138468",816.909552342485,-0.136352338067105,0.0567890916946179,-2.40103044437365,0.0163489762441108,0.0641524401244067
"ENSG00000138472",0.980545292121421,0.560827335973432,0.636798142996027,0.88069876167483,0.378480887218869,NA
"ENSG00000138483",9.67449132283047,-0.163400984592348,0.169598006782422,-0.963460524639157,0.335316465273952,0.512998634455616
"ENSG00000138495",76.3166544979444,-0.101205724240703,0.0692129158125312,-1.46223754703279,0.14367612587954,0.290326356235645
"ENSG00000138496",398.330487828047,-0.27536859813772,0.153490233472409,-1.79404638267893,0.0728057659078659,0.182085110538771
"ENSG00000138587",51.4600144212474,0.0729193723684614,0.115120730349326,0.633416519745769,0.526461679948679,0.685935909204432
"ENSG00000138592",1210.64528336274,-0.0482066275666029,0.0404993140581197,-1.19030726044946,0.233925648170236,0.405298508014036
"ENSG00000138593",7577.71915813753,-0.144285278288317,0.101697917051607,-1.4187633579073,0.155968018711664,0.307449815740039
"ENSG00000138594",728.434350711585,-0.0511826284816221,0.0557479928245565,-0.918107108227161,0.358562793820589,0.537314626991352
"ENSG00000138600",674.52763549708,-0.201616195818677,0.0752050460248662,-2.68088654253351,0.00734274066202416,0.0373301410425913
"ENSG00000138604",696.410349666868,0.0109878253372669,0.065671859817241,0.16731405761684,0.86712294367225,0.924498567838814
"ENSG00000138606",353.217248480704,0.14878014962449,0.0713573424796697,2.08500126902678,0.0370691853413753,0.113755260691062
"ENSG00000138613",453.863836337885,-0.208653302427051,0.0789967219014654,-2.64129064351948,0.0082590833787988,0.0404119375671957
"ENSG00000138614",318.825089223696,-0.222469266872215,0.0731861862948899,-3.0397712756314,0.00236757876541255,0.0171835815793713
"ENSG00000138615",11.5113139564886,-0.0568469998011679,0.138776112429173,-0.409631015065224,0.682076641829403,0.804749011535779
"ENSG00000138617",141.432804096949,0.0940518522820242,0.0524990579697604,1.7914959985796,0.0732137361478071,0.182696044674096
"ENSG00000138621",93.5546767027813,-0.439385656138876,0.0798557756568667,-5.50224016390346,3.74995651511852e-08,1.60974094866299e-05
"ENSG00000138622",106.095328131081,0.568002136543741,0.146877919663669,3.86717171542457,0.000110104900951413,0.00230465770845995
"ENSG00000138623",1209.12720942426,0.0880684302728322,0.114215376656511,0.77107332524663,0.440663470555496,0.612890877486487
"ENSG00000138629",494.228796378849,0.0863006173296532,0.0691757705509992,1.2475555623342,0.212193860664103,0.379772622033283
"ENSG00000138639",470.554548322926,0.376387755060413,0.108095272054654,3.48200016435602,0.000497683386731089,0.00611071977921417
"ENSG00000138640",1210.55578588475,0.30810622785336,0.0855799316892466,3.60021586570248,0.000317953105658809,0.0045671487931248
"ENSG00000138641",1225.94579331688,0.0570902098617105,0.043357843767408,1.31672161023434,0.187931957178744,0.349507094102193
"ENSG00000138642",409.663477781159,0.0787135342611038,0.115562002594774,0.681136813950155,0.495784924742747,0.660634287947424
"ENSG00000138646",87.6974307976412,-0.4443077835153,0.123431794778458,-3.59962183416978,0.000318680296277668,0.00457563137232639
"ENSG00000138650",3302.32076893156,0.137226038635131,0.0635787355401529,2.15836375903491,0.0308995611016477,0.09994801296094
"ENSG00000138653",14.2958632601314,0.584154812849197,0.18034484933662,3.23909895402031,0.0011990796459728,0.0109040694693393
"ENSG00000138658",420.546816385613,-0.322290091802391,0.0897911682893721,-3.58932952919979,0.000331529545095897,0.00467949071179302
"ENSG00000138660",310.481135488468,0.10953471880284,0.0875327335741438,1.25135722752289,0.21080417508127,0.378180250441822
"ENSG00000138663",373.813189230641,0.141816280319063,0.0991197163412811,1.43075752790466,0.152499719409106,0.30274801997955
"ENSG00000138668",1531.58105631392,0.067577502500929,0.0654628242068824,1.03230349927103,0.30192996232857,0.478988009506657
"ENSG00000138669",124.922384737387,0.495619193470774,0.112080902499452,4.42197718271582,9.78017869060729e-06,0.000496166247117582
"ENSG00000138670",511.719632886517,-0.159696814652758,0.119330611619055,-1.33827198642513,0.180807790263862,0.339954308960874
"ENSG00000138674",1972.31155925547,0.0344605386150804,0.0430577325736159,0.800333332837793,0.423517695503631,0.596926722804374
"ENSG00000138675",67.5465968232264,0.826094556383999,0.187255643032351,4.41158697813597,1.02615716873975e-05,0.000508266575161434
"ENSG00000138678",31.9691834958744,0.516604509153744,0.173491434265038,2.97769461266049,0.00290425200309407,0.0197809336492267
"ENSG00000138685",1167.32604097799,-0.0900168477438562,0.130182580611925,-0.691466149470467,0.489272646277903,0.655318853367056
"ENSG00000138686",597.605980799073,0.230628844713154,0.082697226029414,2.78883410951564,0.00528981530709984,0.029767879987836
"ENSG00000138688",11246.4806228585,0.0466961084581619,0.0339326460019012,1.37614109007431,0.168777956248399,0.324321085461254
"ENSG00000138696",652.237077473975,-0.237266603068474,0.113614055208027,-2.08835608089192,0.0367657261182864,0.11311465658537
"ENSG00000138698",1538.07428601899,0.0570009289432975,0.0760995701623503,0.749030892312428,0.453838586029125,0.624503007607868
"ENSG00000138709",574.225485211967,0.135013350036304,0.0503983930526786,2.67892172465066,0.00738596576434097,0.0374136598619408
"ENSG00000138722",59.6625311399055,-0.127841466030032,0.28104667948885,-0.454876272733563,0.649198253753732,0.781207731552066
"ENSG00000138735",423.215195459509,0.0710726751214572,0.0575490451475766,1.23499312524128,0.216833062731181,0.385096347500563
"ENSG00000138738",166.21338845769,-0.177122421361374,0.0718356137400264,-2.46566309021011,0.0136759900749854,0.0566864540332675
"ENSG00000138741",92.7997764731368,0.296098167993605,0.124909804599704,2.37049580649418,0.0177642454511795,0.0680315944689288
"ENSG00000138744",186.804948300397,0.108112001839102,0.0782302218495612,1.38197232837974,0.166980197765689,0.322006448297446
"ENSG00000138750",281.77899950831,-0.206687635026834,0.0629634337268551,-3.28266142414463,0.00102832091248095,0.00985157914523596
"ENSG00000138755",4.8805016342247,0.302840302560805,0.504178370245008,0.600661036715315,0.548065775492158,0.703503406586311
"ENSG00000138756",1303.71587962446,-0.193956054297178,0.0969234069356653,-2.00112707992115,0.045378696720948,0.130377115351596
"ENSG00000138757",2900.61604058376,0.303445650778202,0.121465117672358,2.49821229825604,0.0124821416194015,0.053295020127827
"ENSG00000138758",3617.37917738798,0.0377904399455288,0.0575075325621278,0.657138956617591,0.511091571909702,0.673311264646386
"ENSG00000138759",1094.04306746724,0.466696109468828,0.133439392212932,3.49743881270167,0.000469748456639843,0.0058869276769124
"ENSG00000138760",6477.22205030773,-0.173570656987842,0.0985284453169181,-1.76162991742689,0.0781318457672469,0.190774344915389
"ENSG00000138764",828.910178321435,0.289139943008173,0.0699801022094805,4.13174508008938,3.60019561351513e-05,0.00111306878787929
"ENSG00000138767",1295.14825130736,0.135492500099375,0.0393799002036063,3.4406511798871,0.000580316141787595,0.00676086477921853
"ENSG00000138768",1061.35837031507,0.0170737325848624,0.0504502683480194,0.338426992441015,0.735041435872479,0.840581727426423
"ENSG00000138769",527.812807108053,0.20090512881644,0.0760908666009927,2.64033172167629,0.00828249134963734,0.0404803120984206
"ENSG00000138771",611.903797743809,0.307294790048444,0.104944942516446,2.92815244527185,0.00340982815325448,0.0221002026490589
"ENSG00000138772",115.539136005489,-0.353440790255702,0.141446520496544,-2.49875917070959,0.0124628974364505,0.0532535981195343
"ENSG00000138777",279.397112188263,-0.139321844198293,0.0525778633759968,-2.64981943450174,0.0080534799952841,0.0396500659749839
"ENSG00000138778",43.5071081192582,-0.000946630566461734,0.110624363385367,-0.00855716170916242,0.99317245611257,0.996236053413119
"ENSG00000138780",230.643722199683,-0.12922236732221,0.0717213449143942,-1.80172816720668,0.071588184193708,0.180035088730504
"ENSG00000138785",166.266224034938,-0.0957452666783135,0.0424810660567558,-2.25383389744493,0.0242066194515879,0.084243866448136
"ENSG00000138792",71.5802797799497,-0.274695913285404,0.167400556053359,-1.64094982574517,0.100807830864727,0.227344662606641
"ENSG00000138794",34.6139015886541,-0.272791284186122,0.0997223206611228,-2.73550878456914,0.00622839238634891,0.0332809630744483
"ENSG00000138795",174.609616217186,0.0163690826056405,0.110796971518008,0.147739440720905,0.88254840397412,0.933935090683253
"ENSG00000138796",574.804999571728,0.000156087751413784,0.0348120212367724,0.00448373136257042,0.9964225119579,0.99788016601957
"ENSG00000138798",61.6785656366884,-0.20725825112656,0.138144646415095,-1.50029882811234,0.133537012887561,0.275899037548699
"ENSG00000138801",866.619008807016,-0.112008072534946,0.0806309569190739,-1.38914477534186,0.164788730633745,0.319146672658035
"ENSG00000138802",1256.3241932349,0.0840994113819031,0.044359885057193,1.89584376229727,0.0579807071682363,0.154974696105536
