"geneid","gene_name"
"1189","ENSG00000291448","TSPY16P"
"1190","ENSG00000291449","USP9YP4"
"1191","ENSG00000291450","ELOCP4"
"1192","ENSG00000291451","RBMY1A3P"
"1194","ENSG00000291453","TTTY20"
"1195","ENSG00000291455","TSPY8"
"1196","ENSG00000291456","FAM197Y7"
"1198","ENSG00000291458","TSPY4"
"1199","ENSG00000291459","TSPY9"
"1200","ENSG00000291460","FAM197Y2"
"1201","ENSG00000291461","FAM197Y4"
"1202","ENSG00000291462","FAM197Y4"
"1203","ENSG00000291454","FAM197Y8"
"1204","ENSG00000293355","FAM197Y8"
"1206","ENSG00000223822","EEF1A1P1"
"1210","ENSG00000225267","RPL8P2"
"1211","ENSG00000156282","CLDN17"
"1212","ENSG00000232260","BTF3L4P1"
"1215","ENSG00000215369","RPL37P3"
"1216","ENSG00000215317","THUMPD1P1"
"1218","ENSG00000215351","PPIAP1"
"1219","ENSG00000235514","LLPHP2"
"1220","ENSG00000188694","KRTAP24-1"
"1222","ENSG00000288124","C1RL"
"1223","ENSG00000219592","NCSTNP1"
"1225","ENSG00000233206","RPS3AP1"
"1226","ENSG00000156304","SCAF4"
"1227","ENSG00000288352","C1RL-AS1"
"1228","ENSG00000285019","ELOCP5"
"1229","ENSG00000285196","CDY10P"
"1230","ENSG00000285308","USP9YP3"
"1231","ENSG00000288369","RBP5"
"1232","ENSG00000285028","USP9YP8"
"1233","ENSG00000285455","CDY11P"
"1234","ENSG00000285477","OFD1P16Y"
"1235","ENSG00000284403","RNU6-485P"
"1237","ENSG00000288427","CLSTN3"
"1238","ENSG00000233300","EIF4A1P1"
"1239","ENSG00000227342","LINC00307"
"1240","ENSG00000154654","NCAM2"
"1241","ENSG00000027001","MIPEP"
"1244","ENSG00000218549","OR4K12P"
"1247","ENSG00000227721","RPSAP64"
"1248","ENSG00000234107","TPT1P1"
"1250","ENSG00000231231","LINC01423"
"1252","ENSG00000156284","CLDN8"
"1255","ENSG00000237609","LINC02943"
"1258","ENSG00000237138","HUNK-AS1"
"1260","ENSG00000142149","HUNK"
"1261","ENSG00000269099","LSP1P1"
"1262","ENSG00000215604","ZNF962P"
"1264","ENSG00000271429","RPL17P51"
"1266","ENSG00000228036","HSPD1P9"
"1268","ENSG00000240868","C1QTNF9-AS1"
"1269","ENSG00000232102","MTCO3P2"
"1271","ENSG00000288217","PEX5"
"1274","ENSG00000275945","EIF3FP1"
"1275","ENSG00000154642","C21orf91"
"1276","ENSG00000218198","RPS20P32"
"1277","ENSG00000233259","FABP3P2"
"1278","ENSG00000179141","MTUS2-AS1"
"1279","ENSG00000102753","KPNA3"
"1280","ENSG00000184856","LINC00308"
"1281","ENSG00000159256","MORC3"
"1282","ENSG00000284255","OR4C12"
"1283","ENSG00000284278","OR4C48P"
"1284","ENSG00000284123","OR4C49P"
"1288","ENSG00000165475","CRYL1"
"1289","ENSG00000159086","PAXBP1"
"1290","ENSG00000260388","LINC00562"
"1291","ENSG00000223782","RPS21P8"
"1293","ENSG00000102547","CAB39L"
"1295","ENSG00000270809","CHCHD2P11"
"1296","ENSG00000232786","TIMM9P3"
"1297","ENSG00000225179","LINC00457"
"1298","ENSG00000223724","RAD17P2"
"1299","ENSG00000120675","DNAJC15"
"1300","ENSG00000132975","GPR12"
"1301","ENSG00000236758","MTUS2-AS2"
"1302","ENSG00000158270","COLEC12"
"1304","ENSG00000274316","ZNF646P1"
"1305","ENSG00000271190","RPP40P2"
"1306","ENSG00000231910","GAMTP2"
"1307","ENSG00000132970","WASF3"
"1308","ENSG00000271486","NIPA2P3"
"1309","ENSG00000205929","EPCIP"
"1311","ENSG00000265514","LINC01892"
"1321","ENSG00000267425","LINC01928"
"1322","ENSG00000232837","LINC01700"
"1324","ENSG00000227054","FDX1P2"
"1325","ENSG00000133110","POSTN"
"1326","ENSG00000154645","CHODL"
"1327","ENSG00000263505","SLC25A3P3"
"1333","ENSG00000266613","COP1P1"
"1334","ENSG00000168461","RAB31"
"1337","ENSG00000156273","BACH1"
"1340","ENSG00000266127","ZNF415P1"
"1342","ENSG00000266251","COX6CP3"
"1345","ENSG00000176105","YES1"
"1347","ENSG00000231123","SPATA20P1"
"1352","ENSG00000233767","PSMA6P3"
"1353","ENSG00000157557","ETS2"
"1354","ENSG00000239490","RPS4XP18"
"1356","ENSG00000266809","PPIAP57"
"1358","ENSG00000215368","BOD1P2"
"1360","ENSG00000281819","NAA50P1"
"1365","ENSG00000263862","LINC01543"
"1366","ENSG00000263150","OR8J2"
"1369","ENSG00000262851","OR5T2"
"1371","ENSG00000261897","OR5T3"
"1373","ENSG00000262784","OR5T1"
"1376","ENSG00000262611","OR8H1"
"1377","ENSG00000178127","NDUFV2"
"1378","ENSG00000280712","OR8I1P"
"1379","ENSG00000262755","OR8K3"
"1380","ENSG00000281773","FAM8A2P"
"1381","ENSG00000280617","OR8K2P"
"1382","ENSG00000263328","OR8K1"
"1383","ENSG00000281820","RPL5P29"
"1384","ENSG00000262796","OR8J1"
"1385","ENSG00000262315","OR8U8"
"1386","ENSG00000281038","OR8U9"
"1387","ENSG00000280577","OR8L1P"
"1389","ENSG00000157551","KCNJ15"
"1390","ENSG00000101489","CELF4"
"1392","ENSG00000223488","MAPK6P2"
"1393","ENSG00000168122","ZNF355P"
"1394","ENSG00000205758","CRYZL1"
"1395","ENSG00000234590","GNG5P5"
"1396","ENSG00000102531","FNDC3A"
"1401","ENSG00000237202","BNIP3P43"
"1402","ENSG00000156239","N6AMT1"
"1404","ENSG00000234213","FHP1"
"1406","ENSG00000225350","FREM2-AS1"
"1407","ENSG00000183722","LHFPL6"
"1411","ENSG00000232647","POLR3KP1"
"1413","ENSG00000175302","ANKRD30BP1"
"1414","ENSG00000234421","SLC25A5P4"
"1416","ENSG00000219280","VN1R8P"
"1417","ENSG00000227213","SPATA13-AS1"
"1418","ENSG00000226930","GTF2IP2"
"1419","ENSG00000271140","PRR20FP"
"1422","ENSG00000223717","DNAJA1P1"
"1423","ENSG00000234765","ELL2P3"
"1424","ENSG00000023516","AKAP11"
"1428","ENSG00000154736","ADAMTS5"
"1429","ENSG00000204899","MZT1"
"1430","ENSG00000231480","SNRPGP13"
"1434","ENSG00000274060","MIR6724-2"
"1437","ENSG00000277379","MIR6724-3"
"1439","ENSG00000275215","RNA5-8SN3"
"1440","ENSG00000232954","LINC00374"
"1441","ENSG00000275692","MIR6724-4"
"1443","ENSG00000278189","RNA5-8SN1"
"1444","ENSG00000120685","PROSER1"
"1446","ENSG00000275950","MIR6724-1"
"1448","ENSG00000231824","AKAIN1"
"1449","ENSG00000275708","MIR3648-1"
"1451","ENSG00000278233","RNA5-8SN2"
"1453","ENSG00000266299","MIR3118-1"
"1455","ENSG00000132874","SLC14A2"
"1456","ENSG00000207476","RNU6-286P"
"1457","ENSG00000264002","RN7SL52P"
"1458","ENSG00000252462","RNU6-113P"
"1461","ENSG00000252963","RN7SKP147"
"1462","ENSG00000251851","RNU6-772P"
"1463","ENSG00000223078","RNU2-55P"
"1464","ENSG00000212609","RNU1-139P"
"1465","ENSG00000202339","RNU4-45P"
"1466","ENSG00000266211","MIR3156-3"
"1468","ENSG00000274662","RN7SKP236"
"1469","ENSG00000266195","RN7SL163P"
"1470","ENSG00000275469","MIR6130"
"1471","ENSG00000238627","RNA5SP489"
"1472","ENSG00000266133","MIR4759"
"1473","ENSG00000265841","MIR548X"
"1474","ENSG00000207097","RNU6-614P"
"1477","ENSG00000200792","SNORA80A"
"1480","ENSG00000157617","C2CD2"
"1482","ENSG00000017797","RALBP1"
"1483","ENSG00000236433","RPL37P21"
"1484","ENSG00000165837","ERICH6B"
"1485","ENSG00000275226","LINC00547"
"1486","ENSG00000136149","RPL13AP25"
"1487","ENSG00000229708","MARK2P12"
"1489","ENSG00000083535","PIBF1"
"1491","ENSG00000141380","SS18"
"1492","ENSG00000173276","ZBTB21"
"1495","ENSG00000288394","ABCD1P4"
"1497","ENSG00000288342","PABPC1P9"
"1498","ENSG00000288315","SLC9B1P4"
"1499","ENSG00000288272","ACTR3BP6"
"1500","ENSG00000184385","UMODL1-AS1"
"1502","ENSG00000223671","RPL34P3"
"1503","ENSG00000231300","EZH2P1"
"1504","ENSG00000211590","MIR802"
"1505","ENSG00000229761","RPS20P1"
"1506","ENSG00000234008","PPP1R2P2"
"1507","ENSG00000214914","RPL23AP3"
"1508","ENSG00000189089","RIMKLBP1"
"1509","ENSG00000200213","RNU6-992P"
"1510","ENSG00000159228","CBR1"
"1511","ENSG00000236972","FABP5P1"
"1512","ENSG00000136122","BORA"
"1514","ENSG00000214889","RPS9P1"
"1515","ENSG00000159231","CBR3"
"1516","ENSG00000228149","RPL3P1"
"1517","ENSG00000166979","EVA1C"
"1518","ENSG00000150361","KLHL1"
"1519","ENSG00000227510","LINC01442"
"1520","ENSG00000234145","NAP1L4P3"
"1522","ENSG00000228611","HNF4GP1"
"1523","ENSG00000229824","RPL12P34"
"1524","ENSG00000214281","HMGN2P39"
"1525","ENSG00000225221","PLA2G12AP2"
"1526","ENSG00000232380","ZDHHC20P4"
"1527","ENSG00000136155","SCEL"
"1528","ENSG00000229007","EXOSC3P1"
"1530","ENSG00000252950","RNA5SP490"
"1531","ENSG00000159079","CFAP298"
"1532","ENSG00000228433","OR7E23P"
"1534","ENSG00000265590","CFAP298-TCP10L"
"1539","ENSG00000267156","TPMTP1"
"1540","ENSG00000215457","RPS8P3"
"1542","ENSG00000267652","NPM1P1"
"1544","ENSG00000101745","ANKRD12"
"1545","ENSG00000242220","TCP10L"
"1546","ENSG00000228869","COX4I1P2"
"1549","ENSG00000230256","FGFR1OP2P1"
"1550","ENSG00000227969","NPM1P22"
"1551","ENSG00000236277","NIPA2P5"
"1552","ENSG00000225352","RPL31P53"
"1553","ENSG00000227952","RPL18AP17"
"1554","ENSG00000228319","SPATA2P1"
"1555","ENSG00000215357","HSPD1P8"
"1556","ENSG00000237109","RPL21P111"
"1557","ENSG00000226554","MTCL1P1"
"1558","ENSG00000150893","FREM2"
"1559","ENSG00000154640","BTG3"
"1560","ENSG00000152242","ARK2N"
"1561","ENSG00000214249","CTAGE11P"
"1562","ENSG00000204918","PRR20B"
"1563","ENSG00000229910","HNRNPA1P18"
"1564","ENSG00000136111","TBC1D4"
"1565","ENSG00000184900","SUMO3"
"1566","ENSG00000286583","ZBTB7C-AS1"
"1567","ENSG00000154839","SKA1"
"1568","ENSG00000155307","SAMSN1"
"1573","ENSG00000227254","VDAC1P12"
"1576","ENSG00000230405","RPS3AP52"
"1577","ENSG00000214335","CTAGE16P"
"1578","ENSG00000233349","LINC00333"
"1579","ENSG00000227151","PRR20D"
"1582","ENSG00000267541","MTCO2P2"
"1584","ENSG00000263829","SINHCAFP1"
"1585","ENSG00000136158","SPRY2"
"1586","ENSG00000243925","RPS24P18"
"1587","ENSG00000267647","MAP1LC3P"
"1588","ENSG00000141425","RPRD1A"
"1589","ENSG00000234278","PRR20E"
"1590","ENSG00000120686","UFM1"
"1592","ENSG00000228597","MTND4P1"
"1593","ENSG00000230009","MTCO2P3"
"1594","ENSG00000231667","OR7E111P"
"1596","ENSG00000102554","KLF5"
"1597","ENSG00000261958","OR9G1"
"1598","ENSG00000152214","RIT2"
"1599","ENSG00000262191","OR9G9"
"1603","ENSG00000262268","OR9G3P"
"1604","ENSG00000159263","SIM2"
"1605","ENSG00000262647","OR9G4"
"1606","ENSG00000281777","OR9G2P"
"1607","ENSG00000281313","OR5G1P"
"1608","ENSG00000281279","OR5G4P"
"1609","ENSG00000262535","OR5G5P"
"1610","ENSG00000281107","OR5G3"
"1611","ENSG00000281839","LINC02735"
"1613","ENSG00000229865","RPL31P54"
"1614","ENSG00000174015","CBY2"
"1615","ENSG00000212710","CTAGE1"
"1616","ENSG00000237646","HLCS-IT1"
"1617","ENSG00000199806","RNA5SP491"
"1618","ENSG00000270652","DPRXP5"
"1620","ENSG00000215734","MRPL20P1"
"1621","ENSG00000224188","UBE2D3P4"
"1622","ENSG00000183145","RIPPLY3"
"1623","ENSG00000266984","POLR3GP2"
"1624","ENSG00000237001","WASF3-AS1"
"1626","ENSG00000134489","HRH4"
"1627","ENSG00000229246","LINC00377"
"1628","ENSG00000226670","BCAS2P3"
"1629","ENSG00000225801","RABEPKP1"
"1630","ENSG00000212136","RNU6-696P"
"1631","ENSG00000134882","UBAC2"
"1632","ENSG00000160208","RRP1B"
"1634","ENSG00000264707","L3MBTL4-AS1"
"1636","ENSG00000141639","MAPK4"
"1637","ENSG00000133119","RFC3"
"1639","ENSG00000160209","PDXK"
"1641","ENSG00000270855","ATP7BP1"
"1642","ENSG00000141622","ARK2C"
"1643","ENSG00000235550","ANKRD26P2"
"1644","ENSG00000152192","POU4F1"
"1646","ENSG00000267524","RPSAP57"
"1649","ENSG00000232041","PSMD10P3"
"1651","ENSG00000280197","ZBTB7C-AS2"
"1652","ENSG00000182957","SPATA13"
"1653","ENSG00000177511","ST8SIA3"
"1654","ENSG00000176641","RNF152"
"1655","ENSG00000166510","CCDC68"
"1657","ENSG00000239780","RPLP0P11"
"1658","ENSG00000175387","SMAD2"
"1660","ENSG00000234030","TMEM97P1"
"1661","ENSG00000160214","RRP1"
"1662","ENSG00000226444","ACTR3BP7"
"1664","ENSG00000288262","ZNF73P"
"1665","ENSG00000236097","BNIP3P2"
"1666","ENSG00000184624","ZNF72BP"
"1670","ENSG00000099917","MED15"
"1673","ENSG00000188811","NHLRC3"
"1674","ENSG00000288263","GRK1"
"1675","ENSG00000226543","MYL6P1"
"1676","ENSG00000160216","AGPAT3"
"1677","ENSG00000102837","OLFM4"
"1678","ENSG00000214051","ARF4P3"
"1679","ENSG00000230584","CCT5P2"
"1680","ENSG00000204919","PRR20A"
"1681","ENSG00000288305","LINC00552"
"1682","ENSG00000223880","LINC01078"
"1683","ENSG00000065150","IPO5"
"1684","ENSG00000041353","RAB27B"
"1687","ENSG00000091164","TXNL1"
"1688","ENSG00000266915","MRPS5P4"
"1689","ENSG00000199598","RNU6-859P"
"1690","ENSG00000252606","RNU6-1150P"
"1692","ENSG00000160218","TRAPPC10"
"1693","ENSG00000134030","CTIF"
"1694","ENSG00000291426","TOLLIP"
"1695","ENSG00000291427","TOLLIP-DT"
"1697","ENSG00000291430","LINC02689"
"1698","ENSG00000291428","BRSK2"
"1700","ENSG00000291431","DUSP8"
"1701","ENSG00000291432","KRTAP5-AS1"
"1702","ENSG00000291433","KRTAP5-1"
"1704","ENSG00000266296","ARIH2P1"
"1705","ENSG00000291434","KRTAP5-2"
"1706","ENSG00000291435","KRTAP5-3"
"1707","ENSG00000141441","GAREM1"
"1708","ENSG00000291440","KRTAP5-4"
"1709","ENSG00000291443","KRTAP5-5"
"1711","ENSG00000291437","FAM99A"
"1712","ENSG00000291438","FAM99B"
"1713","ENSG00000291439","LINC02708"
"1714","ENSG00000291442","MOB2"
"1715","ENSG00000267513","HMGN1P31"
"1718","ENSG00000175886","RPL7AP66"
"1721","ENSG00000213440","H2AZP1"
"1722","ENSG00000214526","RPS10P30"
"1723","ENSG00000267597","RPIAP1"
"1724","ENSG00000241945","PWP2"
"1725","ENSG00000099985","OSM"
"1727","ENSG00000225501","SNRPFP3"
"1728","ENSG00000184828","ZBTB7C"
"1729","ENSG00000139734","DIAPH3"
"1730","ENSG00000235786","ZNRF3-IT1"
"1733","ENSG00000100365","NCF4"
"1736","ENSG00000157540","DYRK1A"
"1737","ENSG00000235485","ACO2P1"
"1738","ENSG00000100346","CACNA1I"
"1739","ENSG00000228075","BOD1L2"
"1740","ENSG00000141665","FBXO15"
"1742","ENSG00000267225","WDR7-OT1"
"1749","ENSG00000081138","CDH7"
"1750","ENSG00000224640","SRSF1P1"
"1751","ENSG00000234354","RPS26P47"
"1752","ENSG00000118946","PCDH17"
"1753","ENSG00000225530","SP3P"
"1754","ENSG00000226617","RPL21P110"
"1755","ENSG00000234660","LINC00440"
"1756","ENSG00000230283","RPS12P24"
"1757","ENSG00000237148","HIGD1AP2"
"1758","ENSG00000227862","HNRNPA1P31"
"1761","ENSG00000180440","SERTM1"
"1763","ENSG00000224686","ELOCP23"
"1764","ENSG00000232447","MTND5P3"
"1766","ENSG00000139514","SLC7A1"
"1767","ENSG00000141956","PRDM15"
"1768","ENSG00000134779","TPGS2"
"1769","ENSG00000088386","SLC15A1"
"1770","ENSG00000280963","SERTAD4-AS1"
"1771","ENSG00000281230","SERTAD4"
"1775","ENSG00000175329","ISX"
"1776","ENSG00000281067","ST13P19"
"1778","ENSG00000280680","HHAT"
"1780","ENSG00000268812","LIF-AS2"
"1781","ENSG00000176177","ENTHD1"
"1782","ENSG00000128342","LIF"
"1783","ENSG00000100307","CBX7"
"1785","ENSG00000215037","VENTXP2"
"1786","ENSG00000230474","ATP6V1G1P7"
"1787","ENSG00000150907","FOXO1"
"1788","ENSG00000100344","PNPLA3"
"1789","ENSG00000231222","ARF4P4"
"1790","ENSG00000136152","COG3"
"1792","ENSG00000281499","RNU5A-8P"
"1793","ENSG00000166603","MC4R"
"1795","ENSG00000280937","BPNT2P1"
"1798","ENSG00000265555","LINC01903"
"1799","ENSG00000166479","TMX3"
"1802","ENSG00000186976","EFCAB6"
"1804","ENSG00000171873","ADRA1D"
"1805","ENSG00000101282","RSPO4"
"1806","ENSG00000234551","LINC01309"
"1807","ENSG00000271386","SRGNP1"
"1808","ENSG00000235306","GAPDHP34"
"1809","ENSG00000136141","LRCH1"
"1810","ENSG00000125903","DEFB129"
"1811","ENSG00000101280","ANGPT4"
"1815","ENSG00000264054","RPL31P9"
"1816","ENSG00000267686","LINC03111"
"1818","ENSG00000267153","CTBP2P3"
"1823","ENSG00000232241","DYNLT3P1"
"1827","ENSG00000188985","DHFRP1"
"1828","ENSG00000264736","BDP1P"
"1829","ENSG00000171984","SHLD1"
"1831","ENSG00000101542","CDH20"
"1832","ENSG00000149346","SLX4IP"
"1833","ENSG00000264580","MIR5692B"
"1834","ENSG00000160199","PKNOX1"
"1835","ENSG00000054611","TBC1D22A"
"1836","ENSG00000233324","EEF1A1P34"
"1837","ENSG00000178591","DEFB125"
"1839","ENSG00000224347","SCEL-AS1"
"1840","ENSG00000237082","COX5BP6"
"1841","ENSG00000214823","NXT1P1"
"1842","ENSG00000232217","FTLP8"
"1843","ENSG00000215586","SRSF10P2"
"1844","ENSG00000125845","BMP2"
"1845","ENSG00000102543","CDADC1"
"1848","ENSG00000264697","MTL3P"
"1851","ENSG00000243256","RPL30P14"
"1853","ENSG00000175354","PTPN2"
"1855","ENSG00000125898","FAM110A"
"1856","ENSG00000238025","ZDHHC4P1"
"1857","ENSG00000277914","DDX6P2"
"1858","ENSG00000173404","INSM1"
"1859","ENSG00000083520","DIS3"
"1860","ENSG00000271397","LIN28AP3"
"1861","ENSG00000185982","DEFB128"
"1864","ENSG00000125788","DEFB126"
"1865","ENSG00000226644","LINC03086"
"1866","ENSG00000132640","BTBD3"
"1867","ENSG00000160200","CBS"
"1868","ENSG00000227663","RPL7P2"
"1869","ENSG00000213384","EIF4E2P1"
"1870","ENSG00000125851","PCSK2"
"1871","ENSG00000226317","LINC00351"
"1873","ENSG00000235221","LINC00383"
"1875","ENSG00000267742","SINHCAFP2"
"1876","ENSG00000242060","RPS3AP49"
"1877","ENSG00000236176","LINC00353"
"1879","ENSG00000215418","PEX12P1"
"1880","ENSG00000088876","ZNF343"
"1881","ENSG00000229665","PRR20C"
"1882","ENSG00000081913","PHLPP1"
"1884","ENSG00000223543","TCEAL4P1"
"1885","ENSG00000223460","GAPDHP69"
"1886","ENSG00000217686","NUS1P4"
"1887","ENSG00000184564","SLITRK6"
"1889","ENSG00000229423","RPL27AP8"
"1892","ENSG00000233549","CYCSP35"
"1893","ENSG00000234627","NUS1P3"
"1895","ENSG00000132950","ZMYM5"
"1896","ENSG00000071991","CDH19"
"1897","ENSG00000235698","PA2G4P2"
"1899","ENSG00000101230","ISM1"
"1901","ENSG00000100316","RPL3"
"1902","ENSG00000227248","NALF1-IT1"
"1903","ENSG00000182968","SOX1"
"1904","ENSG00000233662","CALM2P4"
"1905","ENSG00000170367","CST5"
"1908","ENSG00000041515","MYO16"
"1910","ENSG00000235208","RPL7AP13"
"1911","ENSG00000271426","CENATACP1"
"1912","ENSG00000237256","PGAM3P"
"1914","ENSG00000101463","SYNDIG1"
"1915","ENSG00000235544","RPS11P1"
"1917","ENSG00000088930","XRN2"
"1918","ENSG00000267726","LINC02565"
"1921","ENSG00000266520","RAC1P1"
"1922","ENSG00000214255","RPS2P6"
"1924","ENSG00000141428","C18orf21"
"1925","ENSG00000232777","MRPL51P2"
"1927","ENSG00000160201","U2AF1"
"1930","ENSG00000134504","KCTD1"
"1932","ENSG00000125870","SNRPB2"
"1934","ENSG00000233291","RPL7AP61"
"1935","ENSG00000270415","DPPA3P3"
"1936","ENSG00000237876","AKR1B1P4"
"1937","ENSG00000185950","IRS2"
"1938","ENSG00000153498","SPACA7"
"1940","ENSG00000236811","GAPDHP2"
"1941","ENSG00000282949","PCMTD1P7"
"1942","ENSG00000077984","CST7"
"1943","ENSG00000237099","GYG1P2"
"1944","ENSG00000225944","RIOK3P1"
"1945","ENSG00000133115","STOML3"
"1946","ENSG00000141424","SLC39A6"
"1948","ENSG00000075218","GTSE1"
"1949","ENSG00000101474","APMAP"
"1950","ENSG00000260343","LINC01043"
"1951","ENSG00000088448","ANKRD10"
"1952","ENSG00000267797","NRBF2P1"
"1953","ENSG00000125864","BFSP1"
"1954","ENSG00000264189","AIDAP3"
"1955","ENSG00000198081","ZBTB14"
"1957","ENSG00000185917","SETD4"
"1958","ENSG00000223626","LINC01044"
"1960","ENSG00000226665","SSR1P2"
"1961","ENSG00000234227","RPL7L1P1"
"1962","ENSG00000204442","NALF1"
"1963","ENSG00000225823","RPL7P45"
"1965","ENSG00000228807","MRPS18CP6"
"1966","ENSG00000175198","PCCA"
"1968","ENSG00000226024","COX5BP7"
"1969","ENSG00000100347","SAMM50"
"1970","ENSG00000266227","NPM1P2"
"1971","ENSG00000166573","GALR1"
"1977","ENSG00000198795","ZNF521"
"1978","ENSG00000233896","PDYN-AS1"
"1979","ENSG00000282921","CFTRP2"
"1980","ENSG00000149435","GGTLC1"
"1981","ENSG00000266288","LINC02974"
"1984","ENSG00000264127","SCML2P1"
"1985","ENSG00000167390","POM121L3P"
"1986","ENSG00000263355","AKR1B10P2"
"1987","ENSG00000267066","PLEKHB2P1"
"1988","ENSG00000170369","CST2"
"1989","ENSG00000154059","IMPACT"
"1992","ENSG00000125868","DSTN"
"1993","ENSG00000075234","TTC38"
"1994","ENSG00000204555","CFTRP3"
"1995","ENSG00000125834","STK35"
"1997","ENSG00000282911","DUX4L35"
"1998","ENSG00000264444","SDHCP1"
"1999","ENSG00000215397","SCRT2"
"2000","ENSG00000141668","CBLN2"
"2001","ENSG00000198646","NCOA6"
"2002","ENSG00000126216","TUBGCP3"
"2003","ENSG00000228930","MTCO1P3"
"2004","ENSG00000224574","COL18A1-AS2"
"2005","ENSG00000183535","COL18A1-AS1"
"2009","ENSG00000100106","TRIOBP"
"2011","ENSG00000275167","MIR6815"
"2012","ENSG00000173638","SLC19A1"
"2017","ENSG00000267573","KRT8P5"
"2021","ENSG00000261194","LINC01898"
"2025","ENSG00000197971","MBP"
"2026","ENSG00000182871","COL18A1"
"2028","ENSG00000088782","DEFB127"
"2029","ENSG00000172296","SPTLC3"
"2030","ENSG00000283069","DUX4L32"
"2033","ENSG00000282894","DUX4L33"
"2034","ENSG00000215547","DEFB115"
"2035","ENSG00000235647","MTFR2P2"
"2037","ENSG00000198355","PIM3"
"2039","ENSG00000232595","CST2P1"
"2042","ENSG00000089057","SLC23A2"
"2043","ENSG00000185974","GRK1"
"2044","ENSG00000277232","GTSE1-DT"
"2045","ENSG00000205593","DENND6B"
"2047","ENSG00000152193","OBI1"
"2049","ENSG00000227247","TRIM60P13"
"2051","ENSG00000270444","AZU1P1"
"2052","ENSG00000270496","BNIP3P7"
"2053","ENSG00000122042","UBL3"
"2054","ENSG00000228241","MOB1AP1"
"2055","ENSG00000226037","LINC01040"
"2056","ENSG00000236258","TIMM8BP1"
"2058","ENSG00000102539","MLNR"
"2059","ENSG00000122025","FLT3"
"2063","ENSG00000100422","CERK"
"2064","ENSG00000101435","CST9L"
"2065","ENSG00000283020","DUX4L37"
"2069","ENSG00000230324","LINC01734"
"2070","ENSG00000089123","TASP1"
"2074","ENSG00000264315","HNRNPA1P11"
"2076","ENSG00000264644","KRT18P8"
"2079","ENSG00000179813","FAM216B"
"2080","ENSG00000266181","EIF4A3P1"
"2081","ENSG00000233211","GRPEL2P1"
"2082","ENSG00000100239","PPP6R2"
"2084","ENSG00000180205","WFDC9"
"2085","ENSG00000134490","TMEM241"
"2087","ENSG00000279730","KMT5AP1"
"2089","ENSG00000263978","MIR4499"
"2090","ENSG00000252695","MIR2276"
"2093","ENSG00000252397","RNU5A-4P"
"2094","ENSG00000199276","RNA5SP26"
"2095","ENSG00000252795","RNU6-56P"
"2096","ENSG00000202395","RN7SKP1"
"2098","ENSG00000207458","RNY3P9"
"2099","ENSG00000252812","RN7SKP2"
"2100","ENSG00000149639","MTCL2"
"2101","ENSG00000200709","RNA5SP27"
"2102","ENSG00000244521","RN7SL700P"
"2103","ENSG00000201662","RNU6-60P"
"2104","ENSG00000199788","RNY3P2"
"2106","ENSG00000241613","RN7SL618P"
"2107","ENSG00000264387","MIR5007"
"2108","ENSG00000201665","RN7SKP6"
"2110","ENSG00000202422","RNA5SP30"
"2111","ENSG00000222733","RNY4P29"
"2112","ENSG00000266663","MIR3169"
"2113","ENSG00000239003","RNU7-88P"
"2114","ENSG00000206854","RNY3P5"
"2115","ENSG00000265745","RN7SL375P"
"2117","ENSG00000243671","RN7SL761P"
"2118","ENSG00000206922","RNU6-80P"
"2122","ENSG00000206697","RNY1P8"
"2123","ENSG00000201253","RNU4-10P"
"2124","ENSG00000200267","RNU6-66P"
"2125","ENSG00000199381","RNU6-79P"
"2126","ENSG00000207495","RNY3P10"
"2127","ENSG00000243274","RN7SL571P"
"2128","ENSG00000252496","RNA5SP33"
"2129","ENSG00000202398","RNU6-61P"
